GitHub Repo,Engineered ML Project,Stars,Commits,Lines of Code,Architecture,Community,Continuous Integration,Documentation,History,Issues,License,Unit Testing,Python_Percentage,A1_Elements,A2_Elements,B1_Elements,B2_Elements,C1_Elements,C2_Elements,Assign Multi Targets,Call Star,List Comprehension,Dict Comprehension,Set Comprehension,Truth Value Test,Chain Compare,For Multi Targets,For Else,PY_Assign Multi Targets,PY_Call Star,PY_List Comprehension,PY_Dict Comprehension,PY_Set Comprehension,PY_Truth Value Test,PY_Chain Compare,PY_For Multi Targets,PY_For Else
https://github.com/commaai/openpilot.git,Y,15419,1248,29861,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/commaai/openpilot/graphs/contributors shows that there are multiple contributors,The project uses Jenkins CI,There is a well-maintained documentation,Evidence of sustained commit activity,"The project maintainers respond to issues, as evidenced by https://github.com/commaai/openpilot/issues/1829 and https://github.com/commaai/openpilot/issues/1835",https://github.com/commaai/openpilot/blob/master/LICENSE is provided.,There are many files related to testing,60.271224325825045,0,0,0,0,0,0,1976,17,10,9,1,267,46,5,2,8,67,320,115,58,1948,39,246,7
https://github.com/ConvLab/ConvLab.git,Y,285,501,36878,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/ConvLab/ConvLab/graphs/contributors shows that there are multiple contributors,The project uses Travis CI,Some of the functions are documented,No evidence of sustained commit activity,"The project maintainers respond to issues, as evidenced by https://github.com/ConvLab/ConvLab/issues/64 and https://github.com/ConvLab/ConvLab/issues/54.",https://github.com/ConvLab/ConvLab/blob/master/LICENSE is provided.,There are files related to testing but all over the place,81.45212229162482,0,0,0,0,0,0,1884,20,56,11,1,219,59,44,8,11,54,554,32,0,1544,3,502,17
https://github.com/CorentinJ/Real-Time-Voice-Cloning.git,Y,18087,253,5650,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/CorentinJ/Real-Time-Voice-Cloning/graphs/contributors shows that there are multiple contributors but mainly author,CI is not used on the project.,There is a well-maintained documentation,No evidence of sustained commit activity until June,"The project maintainers respond to issues, as evidenced by https://github.com/CorentinJ/Real-Time-Voice-Cloning/issues/392 and https://github.com/CorentinJ/Real-Time-Voice-Cloning/issues/337.",https://github.com/CorentinJ/Real-Time-Voice-Cloning/blob/master/LICENSE.txt is provided.,There is no evidence of any testing done on the project.,100.0,0,0,0,0,0,0,191,3,0,0,0,38,15,1,0,1,7,81,7,1,151,3,19,0
https://github.com/cornellius-gp/gpytorch.git,Y,1983,2922,30013,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/cornellius-gp/gpytorch/graphs/contributors shows that there are multiple contributors.,The project uses TravisCI to test their build and codes,There is a well maintained README,Checking https://github.com/cornellius-gp/gpytorch/pulse/monthly there has been significant commit activity in the past month.,"The project maintainers respond to issues, as evidenced by https://github.com/cornellius-gp/gpytorch/issues/1188 and https://github.com/cornellius-gp/gpytorch/issues/1184",https://github.com/cornellius-gp/gpytorch/blob/master/LICENSE is provided.,There are many files related to testing.,100.0,0,0,0,0,0,0,1349,1,3,0,0,24,21,2,0,0,511,78,3,3,804,2,70,0
https://github.com/cornell-zhang/heterocl.git,Y,113,326,30630,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/cornell-zhang/heterocl/graphs/contributors shows that there are multiple contributors.,The project uses CircleCI to test their build and codes,There is a well maintained README,The project only has 11 commits in the past month.,The project maintainer only replied to selected few issues,https://github.com/cornell-zhang/heterocl/blob/master/LICENSE is provided.,There are many files related to testing.,91.8117286152529,0,0,0,0,0,0,1631,12,18,1,0,50,14,2,0,12,151,93,4,0,654,0,40,0
https://github.com/cpnota/autonomous-learning-library.git,Y,352,182,6898,The source code of the project exists as ad-hoc scripts.,https://github.com/cpnota/autonomous-learning-library/graphs/contributors shows that there are a handful (4) of contributors. ,The project hardly uses TravisCI to test their build and codes,Most of the functions in the source code are not documented.,Checking https://github.com/cpnota/autonomous-learning-library/pulse/monthly there has been significant commit activity in the past month.,The author of the project does not reply to issues or close them.,https://github.com/cpnota/autonomous-learning-library/blob/master/LICENSE is provided,There is no evidence of any testing done on the project.,99.83440059813516,0,0,0,0,0,0,316,1,0,4,0,14,3,1,0,0,13,32,15,0,127,3,22,1
https://github.com/creme-ml/creme.git,Y,818,1238,21295,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/creme-ml/creme/graphs/contributors shows that there are multiple contributors.,The project uses TravisCI to test their build and codes,Most of the functions in the source code are not documented.,Checking https://github.com/creme-ml/creme/pulse/monthly there has been significant commit activity in the past month.,"The project maintainers respond to issues, as evidenced by https://github.com/creme-ml/creme/issues/302",https://github.com/cpnota/autonomous-learning-library/blob/master/LICENSE is provided,There are many files related to testing.,97.47685874313724,0,0,0,0,0,0,995,1,6,9,2,104,41,1,2,6,62,281,188,10,944,56,384,2
https://github.com/CyberZHG/keras-bert.git,Y,1747,135,2374,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/CyberZHG/keras-bert/graphs/contributors shows that there are multiple contributors but mainly author,The project uses Travis CI,Most of the functions in the source code are not documented.,No evidence of sustained commit activity,"The author of the project does not reply to issues, almost all issues are closed by bot",https://github.com/CyberZHG/keras-bert/blob/master/LICENSE is provided.,There are many files related to testing.,99.67148268579663,0,0,0,0,0,0,60,2,0,0,0,3,0,1,0,2,5,14,8,0,41,12,5,0
https://github.com/DagnyT/hardnet.git,N,303,100,4265,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/DagnyT/hardnet/graphs/contributors shows that there are multiple contributors,CI is not used on the project.,Some of the functions are documented,No evidence of sustained commit activity,"The project maintainers respond to issues, but mainly not resolved as there's no response from users",https://github.com/DagnyT/hardnet/blob/master/LICENSE is provided.,There is no evidence of any testing done on the project.,94.35165877713982,0,0,0,0,0,0,165,0,3,1,0,13,1,0,0,0,7,13,0,0,189,0,26,0
https://github.com/danielegrattarola/spektral.git,Y,807,287,7627,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/danielegrattarola/spektral/graphs/contributors shows that there are multiple contributors.,"The project uses various CI services to compute code coverage, check stylistic violations, etc.",There is a well maintained README at https://github.com/danielegrattarola/spektral/blob/master/spektral/datasets/citation.py,Checking https://github.com/danielegrattarola/spektral/pulse/monthly there has been significant commit activity in the past month.,"The project maintainers respond to issues, as evidenced by https://github.com/danielegrattarola/spektral/issues/69, https://github.com/danielegrattarola/spektral/issues/68",https://github.com/danielegrattarola/spektral/blob/master/LICENSE is provided,There are many files related to testing.,100.0,0,0,0,0,0,0,391,0,2,2,0,5,7,0,0,10,37,103,6,1,262,3,25,0
https://github.com/databricks/spark-deep-learning.git,Y,1725,127,234,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/databricks/spark-deep-learning/graphs/contributors shows that there are multiple contributors.,"The project uses various CI services to compute code coverage, check stylistic violations, etc.",There is a well maintained documentation at https://github.com/databricks/spark-deep-learning/blob/master/dev/run.py,There is no commit in the past month,"The project maintainers respond to issues, as evidenced by https://github.com/databricks/spark-deep-learning/issues/226",https://github.com/databricks/spark-deep-learning/blob/master/LICENSE is provided,There are many files related to testing.,100.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0
https://github.com/datamllab/rlcard.git,Y,652,618,13450,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/datamllab/rlcard/graphs/contributors shows that there are multiple contributors.,CI is not used on the project.,There is a well maintained README at https://github.com/datamllab/rlcard/tree/master/docs,There is no commit in the past month,"The project maintainers respond to issues, as evidenced by https://github.com/datamllab/rlcard/issues/154 and https://github.com/datamllab/rlcard/issues/153",https://github.com/datamllab/rlcard/blob/master/LICENSE.md is provided,There are many files related to testing.,100.0,0,0,0,0,0,0,575,3,16,2,1,60,22,12,0,1,4,284,28,2,520,6,56,0
