duplicated_lines_density,functions,security_remediation_effort,sqale_rating,duplicated_files,line_coverage,violations,critical_violations,info_violations,uncovered_lines,complexity,minor_violations,duplicated_lines,security_hotspots_reviewed,sqale_index,bugs,ncloc,reliability_remediation_effort,false_positive_issues,reopened_issues,reliability_rating,sqale_debt_ratio,comment_lines_density,security_hotspots,security_review_rating,cognitive_complexity,duplicated_blocks,open_issues,blocker_violations,major_violations,development_cost,security_rating,effort_to_reach_maintainability_rating_a,comment_lines,confirmed_issues,files,wont_fix_issues,classes,statements,lines_to_cover,security_hotspots_reviewed_status,lines,coverage,code_smells,security_hotspots_to_review_status,vulnerabilities,file_complexity,HIGH_reliability_issues,MEDIUM_reliability_issues,LOW_reliability_issues,HIGH_maintainability_issues,MEDIUM_maintainability_issues,LOW_maintainability_issues,HIGH_security_issues,MEDIUM_security_issues,LOW_security_issues,GitHub Repo
3.9,5649,0,1.0,60,0.0,1337,306,296,46941,11824,215,5362,0.0,8720,63,96085,337,0,0,5.0,0.3,17.4,60,5.0,9862,295,1337,12,508,2882550,1.0,0,20203,0,651,0,1114,48664,46941,0,138744,0.0,1274,60,0,18.2,10,95,7,315,468,498,0,0,51,https://github.com/uber/ludwig.git
14.8,509,5,1.0,69,0.0,128,55,1,11032,2286,21,3872,0.0,1037,10,16232,58,0,0,3.0,0.2,26.0,71,5.0,3028,258,128,0,51,486960,4.0,0,5702,0,201,0,92,11316,11032,0,26226,0.0,117,71,1,11.4,2,22,4,56,43,18,1,0,16,https://github.com/UKPLab/sentence-transformers.git
0.0,67,0,1.0,0,0.0,100,18,0,1296,268,41,0,0.0,558,1,1940,10,0,0,4.0,1.0,26.8,13,5.0,398,0,100,0,41,58200,1.0,0,710,0,11,0,8,1369,1296,0,2993,0.0,99,13,0,24.4,3,4,0,19,39,41,0,0,4,https://github.com/ultralytics/xview-yolov3.git
10.1,610,0,1.0,16,0.0,280,63,3,8862,2554,50,1660,0.0,3040,7,11363,45,0,0,5.0,0.9,31.4,43,5.0,3536,80,280,3,161,340890,1.0,0,5191,0,51,0,101,9488,8862,0,16386,0.0,273,43,0,50.1,4,18,2,64,158,51,0,0,5,https://github.com/ultralytics/yolov5.git
0.3,241,0,1.0,2,0.0,28,8,0,1554,472,0,25,100.0,286,0,5774,0,0,0,1.0,0.2,21.2,0,1.0,373,2,28,0,20,173220,1.0,0,1550,0,84,0,17,1875,1554,0,8181,0.0,28,0,0,5.6,0,0,0,8,20,0,0,0,0,https://github.com/urduhack/urduhack.git
2.6,6052,460,1.0,28,0.0,3817,859,310,56920,13599,704,2408,0.0,20716,248,63403,1602,0,0,5.0,1.1,19.9,28,5.0,15103,61,3817,19,1925,1902090,4.0,0,15746,0,427,0,612,57838,56920,0,92034,0.0,3523,28,46,31.8,40,248,22,800,1738,985,46,0,58,https://github.com/vaexio/vaex.git
3.7,28,0,1.0,2,0.0,41,1,0,548,85,29,38,0.0,126,0,693,0,0,0,1.0,0.6,14.9,3,5.0,99,2,41,0,11,20790,1.0,0,121,0,14,0,10,557,548,0,1034,0.0,41,3,0,6.1,0,4,0,1,11,29,0,0,4,https://github.com/VainF/pytorch-msssim.git
2.9,275,0,1.0,2,0.0,95,34,7,2332,556,41,128,0.0,664,1,2650,5,0,0,3.0,0.8,30.9,2,5.0,552,4,95,0,13,79500,1.0,0,1187,0,57,0,70,2487,2332,0,4448,0.0,94,2,0,9.8,0,1,0,34,12,48,0,0,0,https://github.com/videoflow/videoflow.git
9.3,317,0,1.0,4,0.0,130,40,2,5555,1183,19,939,0.0,830,1,6963,5,0,0,3.0,0.4,18.8,6,5.0,1523,12,130,0,69,208890,1.0,0,1617,0,46,0,36,5755,5555,0,10106,0.0,129,6,0,25.7,0,8,0,40,68,21,0,0,7,https://github.com/vita-epfl/monoloco.git
9.8,1116,0,1.0,34,0.0,272,67,20,13127,3201,45,2684,0.0,1855,34,20537,164,0,0,5.0,0.3,14.0,32,5.0,3156,79,272,2,138,616110,1.0,0,3350,0,194,0,238,13424,13127,0,27520,0.0,238,32,0,16.5,1,32,1,68,107,64,0,0,1,https://github.com/vita-epfl/openpifpaf.git
3.3,11223,30,1.0,118,0.0,3616,1074,557,97496,25275,532,9251,0.0,23730,156,212040,912,0,0,5.0,0.4,14.3,256,5.0,23552,262,3616,12,1441,6361200,2.0,0,35333,0,1307,0,1930,100720,97496,0,281876,0.0,3459,256,1,19.3,26,304,3,1069,1305,1085,0,0,170,https://github.com/wandb/client.git
1.5,349,0,1.0,4,0.0,67,38,0,2809,726,10,84,0.0,839,1,4480,5,0,0,3.0,0.6,4.0,4,5.0,790,4,67,0,19,134400,1.0,0,185,0,49,0,52,2809,2809,0,5534,0.0,66,4,0,14.8,0,9,0,39,17,10,0,0,8,https://github.com/wikipedia2vec/wikipedia2vec.git
15.9,516,0,1.0,27,0.0,271,37,1,6035,1154,117,1558,0.0,1211,8,6963,49,0,0,5.0,0.6,17.7,1,5.0,1274,120,271,9,107,208890,1.0,0,1502,0,57,0,63,6145,6035,0,9772,0.0,263,1,0,20.2,36,27,0,47,98,118,0,0,21,https://github.com/wubinzzu/NeuRec.git
12.7,21754,0,1.0,271,0.0,3066,279,261,169388,35470,1475,56789,0.0,13293,276,262176,1512,0,0,5.0,0.2,29.5,4,5.0,20229,3857,3066,8,1043,7865280,1.0,0,109851,0,867,0,2434,186609,169388,0,446918,0.0,2790,4,0,40.9,42,565,24,279,796,1712,0,0,333,https://github.com/XanaduAI/pennylane.git
2.3,2566,0,1.0,22,0.0,1155,95,37,23931,4962,618,1456,100.0,4877,44,32166,217,0,0,4.0,0.5,38.3,0,1.0,3919,65,1155,1,404,964980,1.0,0,19927,0,185,0,382,26590,23931,0,62368,0.0,1111,0,0,26.8,25,275,1,105,352,654,0,0,233,https://github.com/XanaduAI/strawberryfields.git
40.5,40,0,1.0,25,0.0,123,3,0,1697,114,11,1189,0.0,573,9,1939,45,0,0,3.0,1.0,24.2,7,5.0,108,50,123,0,109,58170,1.0,0,620,0,82,0,0,1697,1697,0,2937,0.0,114,7,0,1.4,0,16,0,11,92,11,0,0,4,https://github.com/xiaomiwujiecao/DataAnalysisInAction.git
2.7,3085,0,1.0,21,0.0,612,250,53,26479,7042,110,1558,0.0,4901,47,38809,253,0,0,5.0,0.4,21.6,18,5.0,6762,72,612,12,187,1164270,1.0,0,10710,0,388,0,822,27164,26479,0,58270,0.0,565,18,0,18.1,13,38,2,251,155,159,0,0,5,https://github.com/Xilinx/brevitas.git
18.4,340,0,1.0,15,0.0,156,25,5,4108,926,41,1489,0.0,1817,2,5254,10,0,0,3.0,1.2,22.2,20,5.0,1200,54,156,0,85,157620,1.0,0,1499,0,44,0,50,4252,4108,0,8093,0.0,154,20,0,21.0,4,3,0,25,85,44,0,0,1,https://github.com/yahoo/TensorFlowOnSpark.git
27.3,512,0,1.0,39,0.0,385,34,3,6408,1375,135,3588,0.0,1904,3,8169,90,0,0,4.0,0.8,25.4,25,5.0,1441,98,385,2,211,245070,1.0,0,2776,0,113,0,41,6716,6408,0,13153,0.0,382,25,0,12.2,5,3,0,33,219,130,0,0,3,https://github.com/yongzhuo/nlp_xiaojiang.git
20.3,426,0,1.0,21,0.0,157,37,5,4133,807,42,2802,100.0,1199,8,9892,39,0,0,5.0,0.4,17.0,0,1.0,586,111,157,1,72,296760,1.0,0,2027,0,77,0,111,4203,4133,0,13802,0.0,149,0,0,10.5,1,12,1,41,62,46,0,0,2,https://github.com/zalandoresearch/pytorch-ts.git
6.6,462,0,1.0,17,0.0,236,38,1,5410,1161,83,691,0.0,1303,23,6910,109,0,0,5.0,0.6,23.5,38,5.0,1188,33,236,22,92,207300,1.0,0,2118,0,88,0,105,5560,5410,0,10423,0.0,213,38,0,13.2,21,7,0,39,90,84,0,0,5,https://github.com/zhanghang1989/PyTorch-Encoding.git
0.0,53,0,1.0,0,0.0,2,1,0,287,91,1,0,100.0,11,0,402,0,0,0,1.0,0.1,2.7,0,1.0,64,0,2,0,0,12060,1.0,0,11,0,16,0,4,287,287,0,529,0.0,2,0,0,5.7,0,0,0,1,0,1,0,0,0,https://github.com/zhijian-liu/torchprofile.git
0.4,2104,60,1.0,4,0.0,127,31,30,11598,3139,15,82,0.0,479,6,13937,30,0,0,4.0,0.1,19.4,12,5.0,1485,4,127,2,49,418110,5.0,0,3364,0,291,0,369,12225,11598,0,22557,0.0,117,12,4,10.8,7,5,1,24,49,44,4,0,5,https://github.com/zyfra/ebonite.git
11.4,218,0,1.0,4,0.0,113,5,2,1780,357,68,358,0.0,375,0,2273,0,0,0,1.0,0.5,12.0,8,5.0,230,13,113,0,38,68190,1.0,0,310,0,27,0,57,1793,1780,0,3152,0.0,113,8,0,13.2,0,2,0,5,42,66,0,0,2,https://github.com/TAMU-VITA/DeblurGANv2.git
12.2,1072,0,1.0,43,0.0,467,90,17,12837,2845,84,3361,0.0,2657,79,17434,175,0,0,5.0,0.5,26.4,10,5.0,3095,151,467,69,207,523020,1.0,0,6241,0,265,0,167,13375,12837,0,27635,0.0,388,10,0,10.7,70,41,0,91,196,101,0,0,31,https://github.com/MegviiDetection/video_analyst.git
7.3,137,0,1.0,2,0.0,75,6,0,1456,344,60,158,0.0,242,1,1621,5,0,0,5.0,0.5,10.8,8,5.0,366,6,75,1,8,48630,1.0,0,197,0,23,0,24,1458,1456,0,2174,0.0,74,8,0,15.0,1,0,0,6,13,55,0,0,0,https://github.com/Ha0Tang/GestureGAN.git
0.0,70,0,1.0,0,0.0,44,5,0,763,141,4,0,100.0,219,0,938,0,0,0,1.0,0.8,34.7,0,1.0,99,0,44,0,35,28140,1.0,0,499,0,14,0,10,796,763,0,1849,0.0,44,0,0,10.1,9,19,0,5,35,4,0,0,19,https://github.com/jakeret/tf_unet.git
17.8,1305,0,1.0,52,0.0,666,98,34,11291,2292,382,5207,100.0,2685,3,14484,12,0,0,5.0,0.6,42.1,0,1.0,1429,1326,666,1,151,434520,1.0,0,10522,0,163,0,130,11725,11291,0,29235,0.0,663,0,0,14.1,14,35,0,110,139,415,0,0,33,https://github.com/yzhao062/pyod.git
3.6,217,0,1.0,6,0.0,123,24,0,3136,580,45,198,0.0,598,1,3527,5,0,0,3.0,0.6,25.8,1,5.0,674,8,123,0,54,105810,1.0,0,1224,0,52,0,38,3211,3136,0,5531,0.0,122,1,0,11.2,1,1,0,25,52,45,0,0,0,https://github.com/ZQPei/deep_sort_pytorch.git
2.2,3772,0,1.0,19,0.0,2171,310,53,33949,7545,1186,2003,0.0,10251,58,55332,412,0,0,5.0,0.6,27.5,3,5.0,5986,99,2171,6,616,1659960,1.0,0,21024,0,210,0,766,35130,33949,0,89675,0.0,2113,3,0,35.9,11,406,3,348,532,1233,0,0,356,https://github.com/pymc-devs/pymc3.git
11.2,1341,0,1.0,44,0.0,296,36,39,10345,2575,128,2582,0.0,1263,2,14504,12,0,0,3.0,0.3,24.6,1,5.0,1958,109,296,1,92,435120,1.0,0,4730,0,184,0,136,10830,10345,0,23079,0.0,294,1,0,14.0,7,25,0,39,88,167,0,0,23,https://github.com/lululxvi/deepxde.git
4.8,1764,0,1.0,49,0.0,386,62,15,17024,3649,40,2308,0.0,2231,31,29035,175,0,0,5.0,0.3,29.2,23,5.0,2886,119,386,1,268,871050,1.0,0,11989,0,248,0,241,18196,17024,0,47870,0.0,355,23,0,14.7,76,144,0,68,227,55,0,0,117,https://github.com/tensorflow/privacy.git
8.0,939,0,1.0,25,0.0,892,127,3,12563,2969,531,2025,100.0,4082,9,19802,77,0,0,5.0,0.7,7.7,0,1.0,3542,84,892,2,229,594060,1.0,0,1650,0,184,0,174,12680,12563,0,25230,0.0,883,0,0,16.1,3,123,1,130,220,533,0,0,113,https://github.com/mljar/mljar-supervised.git
72.2,1507,0,1.0,128,0.0,1198,208,71,23189,5073,336,27158,0.0,7772,31,27347,197,0,0,5.0,0.9,12.2,15,5.0,7450,1954,1198,5,578,820410,1.0,0,3799,0,211,0,367,23475,23189,0,37641,0.0,1167,15,0,24.0,71,44,18,274,504,389,0,0,36,https://github.com/loujie0822/DeepIE.git
30.9,310,0,1.0,28,0.0,189,56,0,4537,774,76,2459,0.0,1055,4,5580,15,0,0,3.0,0.6,9.5,20,5.0,827,229,189,0,57,167400,1.0,0,589,0,45,0,55,4547,4537,0,7957,0.0,185,20,0,17.2,0,10,0,56,53,76,0,0,6,https://github.com/podgorskiy/ALAE.git
5.8,65,0,1.0,4,0.0,12,1,2,1127,174,5,120,100.0,41,0,1301,0,0,0,1.0,0.1,21.8,0,1.0,165,6,12,0,4,39030,1.0,0,363,0,21,0,18,1148,1127,0,2063,0.0,12,0,0,8.3,0,0,0,1,4,7,0,0,0,https://github.com/yunjey/pytorch-tutorial.git
6.0,99,0,1.0,2,0.0,91,7,4,985,237,30,104,100.0,474,2,1247,25,0,0,5.0,1.3,11.1,0,1.0,253,5,91,1,49,37410,1.0,0,156,0,21,0,7,986,985,0,1732,0.0,89,0,0,11.3,1,1,0,7,48,34,0,0,0,https://github.com/Lyken17/pytorch-OpCounter.git
0.0,52,0,1.0,0,0.0,17,1,1,535,118,8,0,0.0,60,0,557,0,0,0,1.0,0.4,22.9,1,5.0,127,0,17,0,7,16710,1.0,0,165,0,6,0,6,535,535,0,748,0.0,17,1,0,19.7,0,6,0,1,7,9,0,0,6,https://github.com/Kaixhin/Rainbow.git
3.2,1540,0,1.0,29,0.0,364,76,19,17578,3718,32,1585,0.0,2510,13,31598,78,0,0,5.0,0.3,27.7,13,5.0,3351,87,364,1,236,947940,1.0,0,12114,0,225,0,199,18515,17578,0,49261,0.0,351,13,0,16.5,18,133,0,93,210,48,0,0,120,https://github.com/YosefLab/scVI.git
4.5,311,0,1.0,9,0.0,191,39,0,4682,963,56,333,0.0,1104,4,5312,40,0,0,5.0,0.7,4.3,5,5.0,1230,19,191,4,92,159360,1.0,0,236,0,55,0,55,4701,4682,0,7349,0.0,187,5,0,17.5,6,24,0,41,91,55,0,0,24,https://github.com/hrpan/tetris_mcts.git
2.4,2100,0,1.0,32,0.0,347,56,26,16490,3931,74,1426,0.0,2098,14,35970,98,0,0,3.0,0.2,33.6,6,5.0,3140,67,347,0,191,1079100,1.0,0,18171,0,241,0,333,17094,16490,0,60278,0.0,333,6,0,16.3,1,17,1,57,177,99,0,0,4,https://github.com/pytorch/captum.git
0.8,539,0,1.0,2,0.0,84,25,1,4964,1125,51,78,0.0,291,2,6035,10,0,0,3.0,0.2,23.6,40,5.0,1089,4,84,0,7,181050,1.0,0,1867,0,45,0,40,5135,4964,0,9683,0.0,82,40,0,25.0,0,4,0,25,5,52,0,0,2,https://github.com/NVISO-BE/ee-outliers.git
15.1,3822,10,1.0,145,0.0,730,280,15,23751,6960,237,11977,0.0,5188,19,46033,145,0,0,4.0,0.4,32.4,40,5.0,4848,694,730,0,198,1380990,4.0,0,22099,0,391,0,511,26951,23751,0,79306,0.0,709,40,2,17.8,8,13,2,270,193,246,2,0,3,https://github.com/kubeflow/kfserving.git
55.3,352,0,1.0,35,0.0,140,8,3,7933,1327,18,8128,0.0,667,0,11709,0,0,0,1.0,0.2,8.5,16,5.0,2646,806,140,0,111,351270,1.0,0,1086,0,72,0,108,7966,7933,0,14695,0.0,140,16,0,18.4,0,23,0,8,111,21,0,0,23,https://github.com/vwxyzjn/cleanrl.git
11.7,603,0,1.0,16,0.0,285,63,3,8669,2491,49,1858,0.0,2977,7,11084,45,0,0,5.0,0.9,31.4,40,5.0,3424,83,285,3,167,332520,1.0,0,5070,0,51,0,100,9280,8669,0,15888,0.0,278,40,0,48.8,4,17,2,64,164,50,0,0,4,https://github.com/ultralytics/yolov3.git
24.5,179,0,1.0,10,0.0,48,3,0,1929,358,21,1191,0.0,190,0,2634,0,0,0,1.0,0.2,32.9,18,5.0,268,17,48,0,24,79020,1.0,0,1290,0,28,0,57,2040,1929,0,4853,0.0,48,18,0,12.8,0,4,0,3,24,21,0,0,4,https://github.com/numenta/nupic.torch.git
0.3,482,0,1.0,1,0.0,177,21,14,3896,968,43,22,0.0,1039,5,5254,25,0,0,5.0,0.7,26.2,43,5.0,693,2,177,3,96,157620,1.0,0,1861,0,52,0,136,4062,3896,0,8593,0.0,172,43,0,18.6,5,13,0,19,96,57,0,0,13,https://github.com/sshuair/torchsat.git
26.3,148,0,1.0,35,0.0,497,113,2,6860,978,141,3219,0.0,2412,31,9084,165,0,0,5.0,0.9,13.1,3,5.0,1671,129,497,5,236,272520,1.0,0,1373,0,143,0,8,6906,6860,0,12257,0.0,466,3,0,6.9,73,53,5,177,151,138,0,0,30,https://github.com/LPDI-EPFL/masif.git
9.0,504,0,1.0,13,0.0,597,62,34,8916,1810,86,2252,0.0,3461,2,14079,10,0,0,2.0,0.8,32.4,3,5.0,2414,113,597,0,415,422370,1.0,0,6747,0,94,0,103,9215,8916,0,24896,0.0,595,3,0,19.3,13,296,2,74,403,118,0,0,296,https://github.com/vanvalenlab/deepcell-tf.git
1.4,1215,0,1.0,6,0.0,1115,75,71,13889,3342,610,543,0.0,4850,13,21082,80,0,0,4.0,0.8,39.5,7,5.0,3763,30,1115,0,359,632460,1.0,0,13736,0,142,0,131,14864,13889,0,39898,0.0,1102,7,0,23.5,44,188,0,96,325,681,0,0,179,https://github.com/SeldonIO/alibi.git
4.3,453,0,1.0,11,0.0,93,10,1,5733,1085,27,486,0.0,487,0,7618,0,0,0,1.0,0.2,18.1,16,5.0,1019,20,93,0,55,228540,1.0,0,1688,0,91,0,109,5847,5733,0,11276,0.0,93,16,0,11.9,1,1,0,11,54,28,0,0,1,https://github.com/pytorch/examples.git
36.8,938,0,1.0,43,0.0,1119,255,18,18745,4164,452,11783,0.0,6756,37,22322,365,0,0,5.0,1.0,14.4,72,5.0,6309,177,1119,15,379,669660,1.0,0,3748,0,99,0,221,18926,18745,0,32001,0.0,1082,72,0,42.1,23,47,3,249,373,460,0,0,34,https://github.com/santi-pdp/pase.git
0.8,111,0,1.0,1,0.0,114,3,0,1239,282,93,22,0.0,305,1,1766,10,0,0,3.0,0.6,25.2,1,5.0,245,2,114,0,18,52980,1.0,0,596,0,25,0,11,1288,1239,0,2760,0.0,113,1,0,11.3,1,13,0,4,16,93,0,0,12,https://github.com/iskandr/fancyimpute.git
11.2,478,0,1.0,13,0.0,111,52,1,5653,1503,12,1342,0.0,1165,5,7467,30,0,0,3.0,0.5,29.0,2,5.0,1814,53,111,1,45,224010,1.0,0,3051,0,26,0,107,5917,5653,0,12006,0.0,106,2,0,57.8,0,10,0,53,40,13,0,0,5,https://github.com/jessevig/bertviz.git
2.8,165,0,1.0,4,0.0,32,7,0,1863,389,16,167,0.0,148,3,3136,21,0,0,5.0,0.2,37.5,8,5.0,377,12,32,1,8,94080,1.0,0,1884,0,39,0,53,1995,1863,0,5983,0.0,29,8,0,10.0,3,2,0,9,4,16,0,0,0,https://github.com/kdexd/virtex.git
30.4,365,0,1.0,16,0.0,185,60,0,5080,1242,40,3592,0.0,1709,1,8404,3,0,0,3.0,0.7,15.5,4,5.0,1724,48,185,0,85,252120,1.0,0,1547,0,41,0,88,5230,5080,0,11808,0.0,184,4,0,30.3,0,1,0,60,84,40,0,0,0,https://github.com/kaushaltrivedi/fast-bert.git
31.6,137,0,1.0,16,0.0,120,51,0,2473,549,26,1372,0.0,1052,17,3165,34,0,0,5.0,1.1,21.0,1,5.0,777,55,120,14,29,94950,1.0,0,843,0,42,0,31,2554,2473,0,4342,0.0,103,1,0,13.1,15,2,1,50,28,25,0,0,1,https://github.com/thunlp/OpenNRE.git
27.7,1819,0,1.0,90,0.0,962,276,37,22419,5279,378,13291,0.0,7127,10,33097,94,0,0,5.0,0.7,18.3,20,5.0,6518,280,962,5,266,992910,1.0,0,7395,0,262,0,252,23163,22419,0,47953,0.0,952,20,0,20.1,14,25,0,277,294,381,0,0,21,https://github.com/mlperf/inference.git
1.3,192,0,1.0,3,0.0,196,25,25,3316,627,49,93,0.0,1047,2,4026,10,0,0,3.0,0.9,35.7,19,5.0,842,6,196,0,97,120780,1.0,0,2232,0,16,0,22,3454,3316,0,7057,0.0,194,19,0,39.2,30,16,0,51,69,74,0,0,14,https://github.com/natethegreate/hent-AI.git
43.9,79,0,1.0,8,0.0,54,6,0,1240,237,31,779,0.0,275,1,1393,10,0,0,5.0,0.7,10.2,10,5.0,277,26,54,1,16,41790,1.0,0,158,0,12,0,12,1247,1240,0,1773,0.0,53,10,0,19.8,1,0,0,6,16,31,0,0,0,https://github.com/Open-Debin/Emotion-FAN.git
10.0,262,0,1.0,8,0.0,309,17,0,3754,717,223,708,100.0,1145,13,4618,95,0,0,5.0,0.8,24.2,0,1.0,847,37,309,2,67,138540,1.0,0,1471,0,37,0,26,3858,3754,0,7048,0.0,296,0,0,19.4,2,34,3,17,59,220,0,0,26,https://github.com/fbcotter/pytorch_wavelets.git
18.3,1685,0,1.0,81,0.0,591,127,144,19026,3708,157,7947,0.0,2564,17,32908,79,0,0,4.0,0.3,15.7,4,5.0,3099,784,591,0,163,987240,1.0,0,6145,0,243,0,379,19606,19026,0,43471,0.0,574,4,0,15.4,7,70,3,132,144,298,0,0,57,https://github.com/thu-ml/tianshou.git
8.4,514,0,1.0,15,0.0,520,114,3,8549,2104,218,1446,0.0,3477,23,11536,145,0,0,5.0,1.0,19.3,3,5.0,3385,75,520,3,182,346080,1.0,0,2754,0,62,0,75,8764,8549,0,17133,0.0,497,3,0,33.9,20,23,0,119,160,218,0,0,4,https://github.com/kermitt2/delft.git
0.0,210,0,1.0,0,0.0,209,49,0,2001,477,97,0,100.0,846,4,2793,20,0,0,3.0,1.0,14.0,0,1.0,483,0,209,4,59,83790,1.0,0,456,0,29,0,20,2074,2001,0,3806,0.0,205,0,0,16.4,0,27,1,53,56,96,0,0,24,https://github.com/idealo/image-super-resolution.git
5.6,95,0,1.0,2,0.0,105,14,4,1533,238,20,148,0.0,757,0,1630,0,0,0,1.0,1.5,25.0,1,5.0,280,2,105,0,67,48900,1.0,0,543,0,30,0,10,1581,1533,0,2647,0.0,105,1,0,7.9,1,2,0,15,66,24,0,0,2,https://github.com/sergionr2/RacingRobot.git
31.5,47407,50,1.0,1519,0.0,12021,4576,679,524327,135411,2561,431562,0.0,102265,361,928746,2192,0,0,5.0,0.4,20.7,256,5.0,138616,35010,12021,38,4167,27862380,4.0,0,242550,0,2971,0,11998,537722,524327,0,1371184,0.0,11655,256,5,45.6,202,626,67,4623,3864,3165,5,0,355,https://github.com/huggingface/transformers.git
1.2,400,0,1.0,2,0.0,84,16,3,3727,826,34,84,0.0,532,3,4801,35,0,0,5.0,0.4,19.5,3,5.0,652,4,84,2,29,144030,1.0,0,1160,0,34,0,117,3821,3727,0,7240,0.0,81,3,0,24.3,1,5,0,17,27,37,0,0,3,https://github.com/songlab-cal/tape.git
1.0,118,0,1.0,1,0.0,54,0,1,1109,252,30,42,0.0,279,0,2084,0,0,0,1.0,0.4,42.2,2,5.0,173,2,54,0,23,62520,1.0,0,1520,0,15,0,18,1190,1109,0,4077,0.0,54,2,0,16.8,0,3,0,0,23,31,0,0,3,https://github.com/keunwoochoi/kapre.git
16.8,149,0,1.0,8,0.0,23,8,3,1801,434,7,731,0.0,170,0,2615,0,0,0,1.0,0.2,31.3,7,5.0,437,17,23,0,5,78450,1.0,0,1191,0,17,0,24,1932,1801,0,4345,0.0,23,7,0,25.5,0,0,0,8,5,10,0,0,0,https://github.com/lukemelas/EfficientNet-PyTorch.git
2.7,778,0,1.0,15,0.0,488,55,24,9571,1744,251,572,100.0,1922,25,12880,166,0,0,5.0,0.5,28.0,0,1.0,1664,26,488,6,152,386400,1.0,0,5020,0,162,0,82,10021,9571,0,21113,0.0,463,0,0,10.8,7,40,0,55,135,273,0,0,21,https://github.com/facebookresearch/pyrobot.git
0.3,268,0,1.0,2,0.0,82,25,4,3432,733,29,25,0.0,482,6,4641,36,0,0,5.0,0.3,41.8,1,5.0,906,2,82,2,22,139230,1.0,0,3328,0,17,0,38,3649,3432,0,8892,0.0,76,1,0,43.1,4,7,1,26,18,32,0,0,4,https://github.com/michaelhush/M-LOOP.git
0.0,221,0,1.0,0,0.0,43,5,5,1715,476,5,0,0.0,192,2,2348,15,0,0,5.0,0.3,8.1,2,5.0,352,0,43,2,26,70440,1.0,0,208,0,19,0,36,1723,1715,0,3005,0.0,41,2,0,25.1,7,0,0,5,25,10,0,0,0,https://github.com/tech-srl/code2vec.git
12.4,518,0,1.0,24,0.0,372,43,16,7422,1356,137,1436,0.0,1976,13,8455,80,0,0,5.0,0.8,19.8,3,5.0,1565,66,372,2,174,253650,1.0,0,2084,0,76,0,83,7496,7422,0,11552,0.0,359,3,0,17.8,45,11,0,54,151,150,0,0,0,https://github.com/tensorlayer/hyperpose.git
19.3,12352,0,1.0,678,0.0,3337,962,0,111166,31192,1011,69858,0.0,21435,227,200182,1285,0,0,5.0,0.4,38.2,40,5.0,28719,4185,3337,23,1341,6005460,1.0,0,123828,0,826,0,2782,120121,111166,0,362178,0.0,3110,40,0,37.8,67,320,0,1027,1076,1005,0,0,107,https://github.com/osmr/imgclsmob.git
41.4,26,0,1.0,2,0.0,6,0,0,341,52,0,408,100.0,30,0,557,0,0,0,1.0,0.2,32.6,0,1.0,36,8,6,0,6,16710,1.0,0,269,0,11,0,4,367,341,0,986,0.0,6,0,0,4.7,6,0,0,0,6,0,0,0,0,https://github.com/AFAgarap/cnn-svm.git
8.6,12183,0,1.0,308,0.0,8468,991,127,138645,28919,4641,27848,0.0,43730,197,193262,1960,0,0,5.0,0.8,27.1,313,5.0,27638,1466,8468,120,2589,5797860,1.0,0,71850,0,1540,0,1604,145593,138645,0,322044,0.0,8271,313,0,18.8,537,494,10,1029,2502,4740,0,0,432,https://github.com/TarrySingh/Artificial-Intelligence-Deep-Learning-Machine-Learning-Tutorials.git
5.7,2027,0,1.0,30,0.0,377,74,41,15194,3343,75,1887,0.0,2062,7,22478,37,0,0,5.0,0.3,16.0,13,5.0,2030,95,377,2,185,674340,1.0,0,4271,0,147,0,210,15688,15194,0,33330,0.0,370,13,0,22.7,17,63,0,74,174,116,0,0,58,https://github.com/tf-encrypted/tf-encrypted.git
9.3,202,0,1.0,11,0.0,56,13,0,2128,570,12,568,0.0,290,2,4894,25,0,0,5.0,0.2,8.4,5,5.0,580,33,56,1,30,146820,1.0,0,448,0,45,0,29,2158,2128,0,6095,0.0,54,5,0,12.7,1,5,1,13,30,11,0,0,5,https://github.com/hanxiao/bert-as-service.git
57.5,262,0,1.0,38,0.0,215,34,1,4553,762,75,5880,0.0,1606,0,5368,0,0,0,1.0,1.0,29.9,3,5.0,878,114,215,0,105,161040,1.0,0,2290,0,58,0,30,4733,4553,0,10234,0.0,215,3,0,13.6,3,18,0,39,100,76,0,0,18,https://github.com/yehengchen/Object-Detection-and-Tracking.git
11.0,94,0,1.0,7,0.0,22,1,1,1173,182,7,236,100.0,85,3,1281,30,0,0,3.0,0.2,24.1,0,1.0,130,10,22,0,13,38430,1.0,0,407,0,25,0,21,1184,1173,0,2149,0.0,19,0,0,7.3,0,3,0,1,10,8,0,0,0,https://github.com/hunkim/PyTorchZeroToAll.git
22.0,642,0,1.0,43,0.0,523,61,0,9553,1484,227,3420,0.0,2340,11,10908,151,0,0,5.0,0.7,10.7,21,5.0,1444,167,523,8,227,327240,1.0,0,1308,0,115,0,112,9612,9553,0,15563,0.0,512,21,0,13.0,66,79,0,61,225,226,0,0,76,https://github.com/OUCMachineLearning/OUCML.git
14.0,559,0,1.0,16,0.0,210,53,7,5799,1327,61,1154,0.0,1264,8,6716,51,0,0,5.0,0.6,5.9,8,5.0,1247,59,210,3,86,201480,1.0,0,420,0,58,0,75,5834,5799,0,8266,0.0,202,8,0,22.9,4,27,0,54,80,68,0,0,22,https://github.com/kakao/buffalo.git
